state	N_v	L_v	F_hat	R_star	eligible_relobstq	variant
primary::AKT1+ATM+BRCA1+BRCA2+CBFB+MAP3K1+NF1+PIK3CA+PTEN+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::AKT1+ATM+BRCA1+BRCA2+MAP2K4+MAP3K1+NF1+RB1+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::AKT1+BRCA1+PTEN+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::AKT1+BRCA2+MAP3K1+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::AKT1+BRCA2+PTEN+RB1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::AKT1+CBFB+MAP2K4+MAP3K1+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::AKT1+ESR1+GATA3+NF1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::ATM+BRCA1+BRCA2+MAP3K1+NF1+PIK3CA+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::ATM+MAP2K4+MAP3K1+NF1+PIK3CA	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::BRCA2+GATA3+MAP3K1+NF1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::CBFB+GATA3+MAP3K1+NF1+PIK3CA+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::ESR1+GATA3+PTEN+RB1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::GATA3+MAP3K1+NF1+PTEN	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
unknown::ATM+BRCA2+GATA3	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
unknown::MAP2K4+PIK3CA+RB1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
primary::PIK3CA+TP53	452	0.041225829989055	0.014345650700995454	4.772479567639025	True	uniform_inflow
primary::GATA3+TP53	48	0.0043779642466253	0.011518215458383269	0.6312217199231942	True	uniform_inflow
primary::PTEN+TP53	85	0.0077526450200656	0.00986344921040287	1.305317041896129	True	uniform_inflow
primary::AKT1+TP53	57	0.0051988325428675	0.00986344921040287	0.8753302516244594	True	uniform_inflow
primary::MAP3K1+TP53	38	0.0034658883619117	0.009752697138687648	0.5901803611480376	True	uniform_inflow
