state	stage	genotype	event_count	N_v	L_v	F_hat	n_predecessors	genotype_inflow	stage_inflow	dominant_predecessor	dominant_edge_probability	dominant_contribution	rule	count_eligible	inflow_eligible	stable_for_scoring	flags	eligible_relobstq	R_raw	R_star	log2_R_star	high_confidence_relobstq	direction_flag	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
primary::GATA3+TP53	primary	GATA3+TP53	2	48	0.004377964246625319	0.010728072895386985	2	0.010728072895386985	0.0	primary::TP53	0.06481740612205335	0.008489401239626835	rule_a_one_step	True	True	True	stable	True	0.40808487124465154	0.5962038555155491	-0.7461223899454367	True	fast_passing	0.5415712811854412	0.38890348793715324	0.6988827774203753	0.0	0.0	500
metastatic::PIK3CA	metastatic	PIK3CA	1	304	0.027727106895293688	0.009910796314002077	1	0.009910796314002077	0.0	metastatic::WT	0.1823187429307362	0.009910796314002077	rule_a_one_step	True	True	True	stable	True	2.7976669092999997	4.0873355404860305	2.0311606829780584	True	relative_bottleneck	3.711074910285876	3.147101008693704	4.318082180792978	0.422	0.944	500
primary::RB1+TP53	primary	RB1+TP53	2	78	0.007114191900766144	0.009242565367967612	2	0.009242565367967612	0.0	primary::TP53	0.06377337715174247	0.008352660487951679	rule_a_one_step	True	True	True	stable	True	0.769720485251033	1.1245462728777398	0.16934302641386284	True	relative_bottleneck	1.0199434175486242	0.7853767856011563	1.2574376626578758	0.0	0.0	500
metastatic::GATA3+PIK3CA	metastatic	GATA3+PIK3CA	2	42	0.0038307187157971545	0.009210255410629798	2	0.009210255410629798	0.0	metastatic::GATA3	0.3705118826851168	0.005677307213708466	rule_a_one_step	True	True	True	stable	True	0.41591883662206613	0.6076491226428125	-0.7186895921827146	True	fast_passing	0.5445686826463367	0.36707639859782937	0.7399741957703959	0.0	0.0	500
primary::NF1+TP53	primary	NF1+TP53	2	59	0.005381247719810288	0.009071968705718221	2	0.009071968705718221	0.0	primary::TP53	0.06067367431078064	0.007946679707249271	rule_a_one_step	True	True	True	stable	True	0.5931730910651423	0.8666140521271499	-0.20653846482063434	True	fast_passing	0.7770151098324333	0.5743631573906746	1.020572160867189	0.0	0.0	500
primary::BRCA2+TP53	primary	BRCA2+TP53	2	49	0.00446917183509668	0.008611828826168523	2	0.008611828826168523	0.0	primary::TP53	0.06023870499153405	0.007889709993418726	rule_a_one_step	True	True	True	stable	True	0.5189573463185166	0.7581863296709331	-0.3993756503726708	True	fast_passing	0.6985425605171143	0.4926818886335403	0.911284533893125	0.0	0.0	500
metastatic::MAP3K1+PIK3CA	metastatic	MAP3K1+PIK3CA	2	45	0.004104341481211237	0.008388539797385642	2	0.008388539797385642	0.0	metastatic::PIK3CA	0.2712121874694701	0.0075199293132724295	rule_a_one_step	True	True	True	stable	True	0.48927961002236753	0.7148277490188949	-0.4843324551989101	True	fast_passing	0.6442965457013965	0.43676016581827704	0.8890948797113276	0.0	0.0	500
primary::CBFB+GATA3+PIK3CA	primary	CBFB+GATA3+PIK3CA	3	41	0.0037395111273257936	0.008271159338842364	3	0.008271159338842364	0.0	primary::GATA3+PIK3CA	0.5826355427665642	0.006111190023545684	rule_a_one_step	True	True	True	stable	True	0.45211450700900935	0.6605302749674427	-0.5983034069286407	True	fast_passing	0.5913345171658209	0.3972948812645833	0.8402542043683655	0.0	0.0	500
primary::AKT1+TP53	primary	AKT1+TP53	2	57	0.0051988325428675665	0.008193533957861897	2	0.008193533957861897	0.0	primary::TP53	0.0465481685749011	0.006096604348190257	rule_a_one_step	True	True	True	stable	True	0.6345043016810413	0.9269981262712541	-0.10936167213353759	True	fast_passing	0.8418930489413998	0.6129437968109958	1.0758539435185774	0.0	0.0	500
primary::NF1+PIK3CA+TP53	primary	NF1+PIK3CA+TP53	3	31	0.0028274352426121852	0.007788005200192193	3	0.007788005200192193	0.0	primary::PIK3CA+TP53	0.11296155471024326	0.004656933849783833	rule_a_one_step	True	True	True	stable	True	0.36304999413448763	0.530408798512194	-0.9148233875653923	True	fast_passing	0.47166468041383264	0.31969193717091726	0.6770460218113885	0.0	0.0	500
