state	N_v	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
primary::GATA3+NF1+TP53	2	0.47077555725196213	0.0	1.431524840005241	0.0	0.0	500
primary::ATM+PTEN+TP53	4	0.9062998675538969	0.2136927814253616	2.1091954573236724	0.0	0.0	500
metastatic::MAP3K1+PIK3CA+RB1+TP53	2	0.4723877649956022	0.0	1.3836742413343752	0.0	0.0	500
primary::BRCA2+GATA3+PIK3CA	1	0.23258709300649597	0.0	0.8560630224472144	0.0	0.0	500
primary::BRCA1+RUNX1+TP53	1	0.23165154307483588	0.0	0.7838414376959486	0.0	0.0	500
metastatic::MAP2K4+NF1+PIK3CA+TP53	2	0.45208803778107776	0.0	1.3538637050994429	0.0	0.0	500
primary::MAP2K4+PTEN+TP53	5	1.1420513996941999	0.2617652910664589	2.469262641955265	0.0	0.0	500
primary::AKT1+MAP2K4+TP53	2	0.48424091564786653	0.0	1.3031384282358462	0.0	0.0	500
primary::MAP3K1+RB1+TP53	2	0.46761860149742307	0.0	1.2829208344597605	0.0	0.0	500
metastatic::GATA3+PTEN+TP53	2	0.4550917904509556	0.0	1.3552445651440395	0.0	0.0	500
metastatic::CBFB+TP53	2	0.4742255101754689	0.0	1.2989853200193011	0.0	0.0	500
primary::ATM+NF1+PIK3CA+TP53	2	0.461449637493489	0.0	1.4086232992534409	0.0	0.0	500
primary::AKT1+GATA3+MAP3K1	4	1.022572086156074	0.23681147283860815	2.327033620952073	0.0	0.0	500
metastatic::NF1+PIK3CA+RUNX1+TP53	1	0.24155572939270464	0.0	0.9477920598279711	0.0	0.0	500
metastatic::AKT1+MAP3K1+TP53	2	0.4636319470317726	0.0	1.3654735001844898	0.0	0.0	500
metastatic::AKT1+MAP3K1	5	1.2983298019591902	0.30019279885753763	2.933515913514934	0.01	0.016	500
primary::AKT1+MAP2K4	8	2.056732127986112	0.6736514682212322	3.7420258497475385	0.03	0.078	500
primary::ATM+GATA3+TP53	1	0.2610635411318256	0.0	0.9302144636613358	0.0	0.0	500
