state	stage	genotype	event_count	N_v	L_v
primary::APC+ARID1A+CTNNB1+PIK3CA+TP53	primary	APC+ARID1A+CTNNB1+PIK3CA+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+CTNNB1+PTEN+SOX9	primary	APC+ARID1A+CTNNB1+PTEN+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+CTNNB1+RNF43+SMAD4+TCF7L2+TGFBR2	primary	APC+ARID1A+CTNNB1+RNF43+SMAD4+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::APC+ARID1A+CTNNB1+RNF43+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+CTNNB1+RNF43+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+CTNNB1+RNF43+TCF7L2+TP53	primary	APC+ARID1A+CTNNB1+RNF43+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+CTNNB1+SOX9+TP53	primary	APC+ARID1A+CTNNB1+SOX9+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+CTNNB1+TCF7L2	primary	APC+ARID1A+CTNNB1+TCF7L2	4	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+SOX9+TCF7L2	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+SOX9+TCF7L2	9	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+SOX9+TCF7L2+TGFBR2	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+SOX9+TCF7L2+TGFBR2	10	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+SOX9+TP53	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+SOX9+TP53	9	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+TGFBR2	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+RNF43+TGFBR2	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+SOX9+TP53	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+SOX9+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+TCF7L2	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+TCF7L2	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+TCF7L2+TP53	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+TCF7L2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+RNF43+SOX9	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+RNF43+SOX9	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+SOX9	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+SOX9	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+SOX9+TGFBR2	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+SOX9+TGFBR2	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+TCF7L2	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+TCF7L2	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+TP53	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SMAD4+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9+TCF7L2+TP53	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9+TCF7L2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9+TP53	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PTEN	primary	APC+ARID1A+FBXW7+KRAS+PTEN	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PTEN+RNF43+TCF7L2	primary	APC+ARID1A+FBXW7+KRAS+PTEN+RNF43+TCF7L2	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PTEN+RNF43+TCF7L2+TP53	primary	APC+ARID1A+FBXW7+KRAS+PTEN+RNF43+TCF7L2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PTEN+SOX9	primary	APC+ARID1A+FBXW7+KRAS+PTEN+SOX9	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+PTEN+TCF7L2	primary	APC+ARID1A+FBXW7+KRAS+PTEN+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+RNF43+SOX9+TP53	primary	APC+ARID1A+FBXW7+KRAS+RNF43+SOX9+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+RNF43+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+KRAS+RNF43+TCF7L2+TGFBR2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+SMAD4+SOX9	primary	APC+ARID1A+FBXW7+KRAS+SMAD4+SOX9	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+SOX9	primary	APC+ARID1A+FBXW7+KRAS+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+KRAS+SOX9+TP53	primary	APC+ARID1A+FBXW7+KRAS+SOX9+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+NRAS+PIK3CA+RNF43+SMAD4+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+NRAS+PIK3CA+RNF43+SMAD4+TCF7L2+TGFBR2+TP53	10	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+NRAS+PTEN+TP53	primary	APC+ARID1A+FBXW7+NRAS+PTEN+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+NRAS+SOX9+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+NRAS+SOX9+TCF7L2+TGFBR2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+NRAS+TP53	primary	APC+ARID1A+FBXW7+NRAS+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+PTEN+RNF43	primary	APC+ARID1A+FBXW7+PIK3CA+PTEN+RNF43	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+PTEN+SOX9+TCF7L2	primary	APC+ARID1A+FBXW7+PIK3CA+PTEN+SOX9+TCF7L2	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+PTEN+TCF7L2	primary	APC+ARID1A+FBXW7+PIK3CA+PTEN+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+PTEN+TCF7L2+TGFBR2	primary	APC+ARID1A+FBXW7+PIK3CA+PTEN+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+PTEN+TCF7L2+TP53	primary	APC+ARID1A+FBXW7+PIK3CA+PTEN+TCF7L2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+PTEN+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+PIK3CA+PTEN+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+RNF43+TCF7L2	primary	APC+ARID1A+FBXW7+PIK3CA+RNF43+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+SOX9	primary	APC+ARID1A+FBXW7+PIK3CA+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+SOX9+TCF7L2+TP53	primary	APC+ARID1A+FBXW7+PIK3CA+SOX9+TCF7L2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+SOX9+TP53	primary	APC+ARID1A+FBXW7+PIK3CA+SOX9+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+PIK3CA+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PIK3CA+TP53	primary	APC+ARID1A+FBXW7+PIK3CA+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PTEN+SOX9	primary	APC+ARID1A+FBXW7+PTEN+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PTEN+SOX9+TCF7L2+TP53	primary	APC+ARID1A+FBXW7+PTEN+SOX9+TCF7L2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PTEN+TCF7L2	primary	APC+ARID1A+FBXW7+PTEN+TCF7L2	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PTEN+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+PTEN+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+PTEN+TP53	primary	APC+ARID1A+FBXW7+PTEN+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+RNF43+SOX9+TGFBR2	primary	APC+ARID1A+FBXW7+RNF43+SOX9+TGFBR2	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+RNF43+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+RNF43+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+RNF43+TP53	primary	APC+ARID1A+FBXW7+RNF43+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+SMAD4+TCF7L2+TP53	primary	APC+ARID1A+FBXW7+SMAD4+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+SOX9	primary	APC+ARID1A+FBXW7+SOX9	4	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+SOX9+TCF7L2	primary	APC+ARID1A+FBXW7+SOX9+TCF7L2	5	1	7.878358150161507e-05
primary::APC+ARID1A+FBXW7+SOX9+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+SOX9+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+NRAS+PTEN+RNF43+SOX9+TCF7L2+TP53	primary	APC+ARID1A+KRAS+NRAS+PTEN+RNF43+SOX9+TCF7L2+TP53	9	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+PTEN	primary	APC+ARID1A+KRAS+PIK3CA+PTEN	5	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+PTEN+RNF43	primary	APC+ARID1A+KRAS+PIK3CA+PTEN+RNF43	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+PTEN+RNF43+TP53	primary	APC+ARID1A+KRAS+PIK3CA+PTEN+RNF43+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+RNF43	primary	APC+ARID1A+KRAS+PIK3CA+RNF43	5	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+RNF43+SOX9	primary	APC+ARID1A+KRAS+PIK3CA+RNF43+SOX9	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+RNF43+SOX9+TCF7L2+TP53	primary	APC+ARID1A+KRAS+PIK3CA+RNF43+SOX9+TCF7L2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+RNF43+TGFBR2+TP53	primary	APC+ARID1A+KRAS+PIK3CA+RNF43+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+SMAD4+SOX9+TP53	primary	APC+ARID1A+KRAS+PIK3CA+SMAD4+SOX9+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+SOX9+TGFBR2	primary	APC+ARID1A+KRAS+PIK3CA+SOX9+TGFBR2	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PIK3CA+TCF7L2	primary	APC+ARID1A+KRAS+PIK3CA+TCF7L2	5	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PTEN+RNF43	primary	APC+ARID1A+KRAS+PTEN+RNF43	5	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PTEN+RNF43+SOX9+TP53	primary	APC+ARID1A+KRAS+PTEN+RNF43+SOX9+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PTEN+SMAD4+TP53	primary	APC+ARID1A+KRAS+PTEN+SMAD4+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PTEN+SOX9	primary	APC+ARID1A+KRAS+PTEN+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PTEN+SOX9+TCF7L2	primary	APC+ARID1A+KRAS+PTEN+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PTEN+SOX9+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+KRAS+PTEN+SOX9+TCF7L2+TGFBR2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+PTEN+TCF7L2	primary	APC+ARID1A+KRAS+PTEN+TCF7L2	5	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+RNF43+SOX9+TCF7L2	primary	APC+ARID1A+KRAS+RNF43+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+RNF43+SOX9+TCF7L2+TGFBR2	primary	APC+ARID1A+KRAS+RNF43+SOX9+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+RNF43+SOX9+TP53	primary	APC+ARID1A+KRAS+RNF43+SOX9+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+SMAD4+SOX9+TCF7L2	primary	APC+ARID1A+KRAS+SMAD4+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+SMAD4+TCF7L2+TP53	primary	APC+ARID1A+KRAS+SMAD4+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+SOX9+TCF7L2+TP53	primary	APC+ARID1A+KRAS+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+KRAS+SOX9+TGFBR2+TP53	primary	APC+ARID1A+KRAS+SOX9+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+NRAS+PIK3CA+SMAD4+TP53	primary	APC+ARID1A+NRAS+PIK3CA+SMAD4+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+NRAS+PIK3CA+SOX9	primary	APC+ARID1A+NRAS+PIK3CA+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+NRAS+PIK3CA+TP53	primary	APC+ARID1A+NRAS+PIK3CA+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+NRAS+SMAD4+TP53	primary	APC+ARID1A+NRAS+SMAD4+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+NRAS+SOX9+TP53	primary	APC+ARID1A+NRAS+SOX9+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+NRAS+TCF7L2	primary	APC+ARID1A+NRAS+TCF7L2	4	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+PTEN+RNF43	primary	APC+ARID1A+PIK3CA+PTEN+RNF43	5	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+PTEN+RNF43+SMAD4+SOX9+TCF7L2	primary	APC+ARID1A+PIK3CA+PTEN+RNF43+SMAD4+SOX9+TCF7L2	8	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+PTEN+RNF43+SOX9+TGFBR2+TP53	primary	APC+ARID1A+PIK3CA+PTEN+RNF43+SOX9+TGFBR2+TP53	8	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+PTEN+RNF43+TCF7L2	primary	APC+ARID1A+PIK3CA+PTEN+RNF43+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+PTEN+SMAD4+TGFBR2	primary	APC+ARID1A+PIK3CA+PTEN+SMAD4+TGFBR2	6	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+PTEN+SOX9	primary	APC+ARID1A+PIK3CA+PTEN+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+RNF43+SOX9+TCF7L2	primary	APC+ARID1A+PIK3CA+RNF43+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+RNF43+SOX9+TP53	primary	APC+ARID1A+PIK3CA+RNF43+SOX9+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+RNF43+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+PIK3CA+RNF43+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+RNF43+TGFBR2+TP53	primary	APC+ARID1A+PIK3CA+RNF43+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+RNF43+TP53	primary	APC+ARID1A+PIK3CA+RNF43+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+SMAD4+SOX9	primary	APC+ARID1A+PIK3CA+SMAD4+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+SOX9+TP53	primary	APC+ARID1A+PIK3CA+SOX9+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+TCF7L2	primary	APC+ARID1A+PIK3CA+TCF7L2	4	1	7.878358150161507e-05
primary::APC+ARID1A+PIK3CA+TGFBR2+TP53	primary	APC+ARID1A+PIK3CA+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+PTEN	primary	APC+ARID1A+PTEN	3	1	7.878358150161507e-05
primary::APC+ARID1A+PTEN+RNF43+SOX9	primary	APC+ARID1A+PTEN+RNF43+SOX9	5	1	7.878358150161507e-05
primary::APC+ARID1A+PTEN+RNF43+SOX9+TP53	primary	APC+ARID1A+PTEN+RNF43+SOX9+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+PTEN+RNF43+TCF7L2	primary	APC+ARID1A+PTEN+RNF43+TCF7L2	5	1	7.878358150161507e-05
primary::APC+ARID1A+PTEN+SMAD4+TP53	primary	APC+ARID1A+PTEN+SMAD4+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+PTEN+SOX9	primary	APC+ARID1A+PTEN+SOX9	4	1	7.878358150161507e-05
primary::APC+ARID1A+PTEN+SOX9+TCF7L2+TP53	primary	APC+ARID1A+PTEN+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+RNF43+SMAD4+SOX9+TCF7L2	primary	APC+ARID1A+RNF43+SMAD4+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+ARID1A+RNF43+SMAD4+TP53	primary	APC+ARID1A+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+RNF43+SOX9+TGFBR2+TP53	primary	APC+ARID1A+RNF43+SOX9+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+RNF43+TCF7L2	primary	APC+ARID1A+RNF43+TCF7L2	4	1	7.878358150161507e-05
primary::APC+ARID1A+RNF43+TCF7L2+TGFBR2	primary	APC+ARID1A+RNF43+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
primary::APC+ARID1A+SMAD4+SOX9+TCF7L2+TGFBR2	primary	APC+ARID1A+SMAD4+SOX9+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::APC+ARID1A+SOX9	primary	APC+ARID1A+SOX9	3	1	7.878358150161507e-05
primary::APC+ARID1A+SOX9+TCF7L2+TGFBR2+TP53	primary	APC+ARID1A+SOX9+TCF7L2+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::APC+ARID1A+SOX9+TCF7L2+TP53	primary	APC+ARID1A+SOX9+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::APC+ARID1A+SOX9+TGFBR2	primary	APC+ARID1A+SOX9+TGFBR2	4	1	7.878358150161507e-05
primary::APC+ARID1A+TCF7L2	primary	APC+ARID1A+TCF7L2	3	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+FBXW7+NRAS+RNF43	primary	APC+BRAF+CTNNB1+FBXW7+NRAS+RNF43	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+SMAD4+TGFBR2+TP53	primary	APC+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+SMAD4+TGFBR2+TP53	9	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+FBXW7+PIK3CA+TP53	primary	APC+BRAF+CTNNB1+FBXW7+PIK3CA+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+FBXW7+PTEN+SOX9	primary	APC+BRAF+CTNNB1+FBXW7+PTEN+SOX9	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+FBXW7+PTEN+SOX9+TGFBR2	primary	APC+BRAF+CTNNB1+FBXW7+PTEN+SOX9+TGFBR2	7	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+KRAS+PTEN+RNF43	primary	APC+BRAF+CTNNB1+KRAS+PTEN+RNF43	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+KRAS+PTEN+SMAD4	primary	APC+BRAF+CTNNB1+KRAS+PTEN+SMAD4	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+KRAS+RNF43+TP53	primary	APC+BRAF+CTNNB1+KRAS+RNF43+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+KRAS+SMAD4+TP53	primary	APC+BRAF+CTNNB1+KRAS+SMAD4+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+PIK3CA+PTEN+SMAD4+SOX9	primary	APC+BRAF+CTNNB1+PIK3CA+PTEN+SMAD4+SOX9	7	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+PIK3CA+RNF43+SOX9	primary	APC+BRAF+CTNNB1+PIK3CA+RNF43+SOX9	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+PIK3CA+RNF43+SOX9+TCF7L2+TP53	primary	APC+BRAF+CTNNB1+PIK3CA+RNF43+SOX9+TCF7L2+TP53	8	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+RNF43+SOX9+TCF7L2	primary	APC+BRAF+CTNNB1+RNF43+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+RNF43+TCF7L2+TP53	primary	APC+BRAF+CTNNB1+RNF43+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+CTNNB1+SOX9+TP53	primary	APC+BRAF+CTNNB1+SOX9+TP53	5	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+KRAS	primary	APC+BRAF+FBXW7+KRAS	4	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+KRAS+NRAS+PIK3CA+SOX9+TP53	primary	APC+BRAF+FBXW7+KRAS+NRAS+PIK3CA+SOX9+TP53	8	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+KRAS+PIK3CA	primary	APC+BRAF+FBXW7+KRAS+PIK3CA	5	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+KRAS+PIK3CA+PTEN+RNF43+TCF7L2+TP53	primary	APC+BRAF+FBXW7+KRAS+PIK3CA+PTEN+RNF43+TCF7L2+TP53	9	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+KRAS+PIK3CA+SOX9	primary	APC+BRAF+FBXW7+KRAS+PIK3CA+SOX9	6	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+KRAS+PIK3CA+TCF7L2+TP53	primary	APC+BRAF+FBXW7+KRAS+PIK3CA+TCF7L2+TP53	7	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+KRAS+TP53	primary	APC+BRAF+FBXW7+KRAS+TP53	5	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+NRAS+PIK3CA+TP53	primary	APC+BRAF+FBXW7+NRAS+PIK3CA+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+PTEN+RNF43+SMAD4+SOX9+TCF7L2+TP53	primary	APC+BRAF+FBXW7+PIK3CA+PTEN+RNF43+SMAD4+SOX9+TCF7L2+TP53	10	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+PTEN+RNF43+SMAD4+SOX9+TP53	primary	APC+BRAF+FBXW7+PIK3CA+PTEN+RNF43+SMAD4+SOX9+TP53	9	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+PTEN+SOX9+TP53	primary	APC+BRAF+FBXW7+PIK3CA+PTEN+SOX9+TP53	7	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+PTEN+TCF7L2+TGFBR2	primary	APC+BRAF+FBXW7+PIK3CA+PTEN+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+PTEN+TP53	primary	APC+BRAF+FBXW7+PIK3CA+PTEN+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+RNF43	primary	APC+BRAF+FBXW7+PIK3CA+RNF43	5	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+RNF43+SMAD4+SOX9+TCF7L2	primary	APC+BRAF+FBXW7+PIK3CA+RNF43+SMAD4+SOX9+TCF7L2	8	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+RNF43+SMAD4+TP53	primary	APC+BRAF+FBXW7+PIK3CA+RNF43+SMAD4+TP53	7	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	primary	APC+BRAF+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	8	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+RNF43+TP53	primary	APC+BRAF+FBXW7+PIK3CA+RNF43+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+SMAD4+TP53	primary	APC+BRAF+FBXW7+PIK3CA+SMAD4+TP53	6	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+SOX9	primary	APC+BRAF+FBXW7+PIK3CA+SOX9	5	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+SOX9+TCF7L2+TP53	primary	APC+BRAF+FBXW7+PIK3CA+SOX9+TCF7L2+TP53	7	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+TCF7L2	primary	APC+BRAF+FBXW7+PIK3CA+TCF7L2	5	1	7.878358150161507e-05
primary::APC+BRAF+FBXW7+PIK3CA+TCF7L2+TP53	primary	APC+BRAF+FBXW7+PIK3CA+TCF7L2+TP53	6	1	7.878358150161507e-05
